GENOME	ENTROPIES for motif lengths [1 2 3 4 5]
127295530756176885307471267132203917042	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.476562500000000e+00 3.500000000000000e+00
89590597261920158358576359914929592632	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.331954882778696e+00 3.500000000000000e+00
147313624742707867291934825195047756704	1.000000000000000e+00 2.000000000000000e+00 2.898284765557393e+00 3.351562500000000e+00 3.500000000000000e+00
7353138183416971233328511792566059160	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.437500000000000e+00 3.500000000000000e+00
300364461586392265176955743539425276329	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.330039941389348e+00 3.500000000000000e+00
15608869893731742998528114201614276208	1.000000000000000e+00 2.000000000000000e+00 2.913909765557394e+00 3.382812500000001e+00 3.500000000000000e+00
323827893234901899261230060065547530413	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.390625000000001e+00 3.500000000000000e+00
42938963364411573666871169631024663847	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.328125000000000e+00 3.500000000000000e+00
334794942703414880455252592994963387700	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.445312500000000e+00 3.500000000000000e+00
162447940968124078797492312381986110567	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.445312500000002e+00 3.500000000000000e+00
277820792205202547070167788768593692961	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.382812500000000e+00 3.500000000000000e+00
244978742125202543746510407617843703706	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.382812500000001e+00 3.500000000000000e+00
335701117619621280921746690305016240715	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.460937500000000e+00 3.500000000000000e+00
91541429949907385451777720419862097266	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.406250000000000e+00 3.500000000000000e+00
104578506196764819121080499399131289020	1.000000000000000e+00 2.000000000000000e+00 2.923637206946741e+00 3.406250000000001e+00 3.500000000000000e+00
211286915959437207579944785376202915038	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.437500000000000e+00 3.500000000000000e+00
235189624020288667938446202942191252584	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.414062500000000e+00 3.500000000000000e+00
326540785862233770549910635938401741104	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.390625000000000e+00 3.500000000000000e+00
291925504546964243365544790613802868975	1.000000000000000e+00 2.000000000000000e+00 2.933364648336090e+00 3.431602441389348e+00 3.500000000000000e+00
47650041555849481504000208445671819647	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.367187500000001e+00 3.500000000000000e+00
101926406994793116098616478650252819095	1.000000000000000e+00 2.000000000000000e+00 2.908012206946742e+00 3.382812500000001e+00 3.500000000000000e+00
276524564779617127270968686579192769187	1.000000000000000e+00 2.000000000000000e+00 2.923637206946741e+00 3.406250000000000e+00 3.500000000000000e+00
190000069085906700936925975559330428408	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.406250000000002e+00 3.500000000000000e+00
159019869727715737021194753518217284869	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.369102441389349e+00 3.500000000000000e+00
166055008426511620370303148849824616836	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.421875000000000e+00 3.500000000000000e+00
123667317983783196451147687737353548300	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.367187500000001e+00 3.500000000000000e+00
182020562782392088780928650897737366940	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.382812500000000e+00 3.500000000000000e+00
89292474922421377103176731348542456284	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.406250000000001e+00 3.500000000000000e+00
231723680214958350573772560126562917158	1.000000000000000e+00 2.000000000000000e+00 2.925399413893481e+00 3.421875000000000e+00 3.500000000000000e+00
174673976801462265556479587953248350929	1.000000000000000e+00 2.000000000000000e+00 2.954887206946741e+00 3.429687500000000e+00 3.500000000000000e+00
38980363367988260588850415971829660111	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.398437500000000e+00 3.500000000000000e+00
2974084150795630870383623399011589242	1.000000000000000e+00 2.000000000000000e+00 2.880592089725437e+00 3.316329882778697e+00 3.500000000000000e+00
84854083085371281805054815591503067634	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.414062500000000e+00 3.500000000000000e+00
59882791935505160526858477126028495969	1.000000000000000e+00 2.000000000000000e+00 2.933364648336090e+00 3.369102441389350e+00 3.500000000000000e+00
548892111358559509257531923792202301	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.398437500000000e+00 3.500000000000000e+00
318049143336994104224105263263804897027	1.000000000000000e+00 2.000000000000000e+00 2.925399413893480e+00 3.351562500000001e+00 3.500000000000000e+00
98923399123819348353131580523459393973	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.375000000000001e+00 3.500000000000000e+00
95073309231393293771357506862393869255	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.406250000000002e+00 3.500000000000000e+00
230806218797840615951253546617877552002	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.445312500000000e+00 3.500000000000000e+00
186482660722156174628944540372862448629	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.335937500000001e+00 3.500000000000000e+00
87500722494135348986787324983123654851	1.000000000000000e+00 2.000000000000000e+00 2.929534765557394e+00 3.367187500000001e+00 3.500000000000000e+00
5455248862600106175913698902420414996	1.000000000000000e+00 2.000000000000000e+00 2.929534765557393e+00 3.406250000000000e+00 3.500000000000000e+00
232745772245000370118597407132793509506	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.390625000000000e+00 3.500000000000000e+00
396572257902167158951850048582095578	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.390625000000000e+00 3.500000000000000e+00
306462248537515971162314814132500900463	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.382812500000000e+00 3.500000000000000e+00
158494353887082214621594866466603709513	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.320312500000001e+00 3.500000000000000e+00
32460958988060314723552589443441408324	1.000000000000000e+00 2.000000000000000e+00 2.909774413893481e+00 3.367187500000000e+00 3.500000000000000e+00
319603259938267583232216462470334372395	1.000000000000000e+00 2.000000000000000e+00 2.935432324168045e+00 3.414062500000000e+00 3.500000000000000e+00
256950068921436227219061284792381125737	1.000000000000000e+00 2.000000000000000e+00 2.933364648336090e+00 3.398437500000000e+00 3.500000000000000e+00
205660406358764887077976627188138548749	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.382812500000000e+00 3.500000000000000e+00
89632176076075559931833085155094828628	1.000000000000000e+00 2.000000000000000e+00 2.960784765557393e+00 3.382812500000000e+00 3.500000000000000e+00
117131989822164474672248230266317737578	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.343750000000001e+00 3.500000000000000e+00
202295233529924970420777744820876517413	1.000000000000000e+00 2.000000000000000e+00 2.911842089725438e+00 3.359375000000000e+00 3.500000000000000e+00
274672231400353890357264183251109278770	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.476562500000000e+00 3.500000000000000e+00
43831085737376954697811541074089893268	1.000000000000000e+00 2.000000000000000e+00 2.929534765557394e+00 3.398437500000001e+00 3.500000000000000e+00
251022676113159644425628457019825425127	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.367187500000000e+00 3.500000000000000e+00
338049427039558308300752450994073085787	1.000000000000000e+00 2.000000000000000e+00 2.935432324168047e+00 3.343750000000001e+00 3.500000000000000e+00
298273919563176948261201425553104238354	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.421875000000001e+00 3.500000000000000e+00
244622537967256372055570295080404789355	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.429687500000000e+00 3.500000000000000e+00
106225999217667494339620943584889512023	1.000000000000000e+00 2.000000000000000e+00 2.929534765557394e+00 3.421875000000000e+00 3.500000000000000e+00
260116394891912110362804537887688434676	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.468750000000000e+00 3.500000000000000e+00
236686883868862739419473730947504060806	1.000000000000000e+00 2.000000000000000e+00 2.905944531114784e+00 3.382812500000001e+00 3.500000000000000e+00
58024417516552613983674771330403673102	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.376914941389350e+00 3.500000000000000e+00
296574806664044632044240841426563800765	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.445312500000000e+00 3.500000000000000e+00
31851164276872930100131851859914733250	1.000000000000000e+00 2.000000000000000e+00 2.948989648336090e+00 3.453125000000000e+00 3.500000000000000e+00
314389255026218980211199125824597016737	1.000000000000000e+00 2.000000000000000e+00 2.945159765557393e+00 3.437500000000000e+00 3.500000000000000e+00
257371702462027936409133352544191964450	1.000000000000000e+00 2.000000000000000e+00 2.925399413893480e+00 3.353477441389349e+00 3.500000000000000e+00
23360620462365771592975353593889773060	1.000000000000000e+00 2.000000000000000e+00 2.948989648336090e+00 3.445312500000000e+00 3.500000000000000e+00
237240279999793308770251640462439446421	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.437500000000000e+00 3.500000000000000e+00
326612226950983330078564419163723182922	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.382812500000001e+00 3.500000000000000e+00
35692709316785648939629567419754762912	1.000000000000000e+00 2.000000000000000e+00 2.908012206946740e+00 3.367187500000001e+00 3.500000000000000e+00
101664314224343945538634346597028044706	1.000000000000000e+00 2.000000000000000e+00 2.920789332129551e+00 3.375000000000001e+00 3.500000000000000e+00
125135503471773857991154516928644055423	1.000000000000000e+00 2.000000000000000e+00 2.917739648336090e+00 3.335937500000001e+00 3.500000000000000e+00
258735716386540900212769392888719355504	1.000000000000000e+00 2.000000000000000e+00 2.904182324168046e+00 3.375000000000000e+00 3.500000000000000e+00
200667187124772723275352268964348497932	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.398437500000000e+00 3.500000000000000e+00
205710180578729658407233023101452903773	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.359375000000000e+00 3.500000000000000e+00
282862184070253276538326167364419514109	1.000000000000000e+00 2.000000000000000e+00 2.900046972504134e+00 3.335937500000001e+00 3.500000000000000e+00
175612283144858123627314798164953713141	1.000000000000000e+00 2.000000000000000e+00 2.903096656297596e+00 3.320312500000001e+00 3.500000000000000e+00
187284793001608919207219989580596923316	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.367187500000001e+00 3.500000000000000e+00
86970611113362660137171538806716032617	1.000000000000000e+00 2.000000000000000e+00 2.919501855282827e+00 3.343750000000001e+00 3.500000000000000e+00
174318239362411531389129241895548305326	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.453125000000000e+00 3.500000000000000e+00
81566335899500871793526973115691496373	1.000000000000000e+00 2.000000000000000e+00 2.931296972504132e+00 3.437500000000000e+00 3.500000000000000e+00
322870292079671182857315577884900514780	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.376914941389348e+00 3.500000000000000e+00
254171919665173926564859960534502074391	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.375000000000001e+00 3.500000000000000e+00
250548836173783579715124570392819565463	1.000000000000000e+00 2.000000000000000e+00 2.929534765557394e+00 3.414062500000000e+00 3.500000000000000e+00
206265973354874583992195982063126459975	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.398437500000000e+00 3.500000000000000e+00
83239102558739425388675552081765121537	1.000000000000000e+00 2.000000000000000e+00 2.908012206946741e+00 3.359375000000001e+00 3.500000000000000e+00
240216392928366847558775656719258356503	1.000000000000000e+00 2.000000000000000e+00 2.903876855282828e+00 3.335937500000001e+00 3.500000000000000e+00
189453423291242102852430032530448235646	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.351562500000002e+00 3.500000000000000e+00
229622275637177661172603551341041288745	1.000000000000000e+00 2.000000000000000e+00 2.929534765557393e+00 3.445312500000000e+00 3.500000000000000e+00
253670056901588481795610302330029637183	1.000000000000000e+00 2.000000000000000e+00 2.909774413893481e+00 3.376914941389349e+00 3.500000000000000e+00
218341642628582187963314155440373140971	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.421875000000000e+00 3.500000000000000e+00
243221895313884340205560015018322961330	1.000000000000000e+00 2.000000000000000e+00 2.960784765557395e+00 3.468750000000001e+00 3.500000000000000e+00
180922046161497743906241538063470962127	1.000000000000000e+00 2.000000000000000e+00 2.900046972504132e+00 3.398437500000001e+00 3.500000000000000e+00
95248136562547612536643620616426533664	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.406250000000002e+00 3.500000000000000e+00
244620824235697846964717086696017377899	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.406250000000000e+00 3.500000000000000e+00
230376123636052710597425761857069121316	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.375000000000000e+00 3.500000000000000e+00
281670315382140457035768525110189811117	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.312500000000001e+00 3.500000000000000e+00
191017450202073994271966718343437284793	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.414062500000000e+00 3.500000000000000e+00
22500686349340843146030694099095230199	1.000000000000000e+00 2.000000000000000e+00 2.919807324168046e+00 3.398437500000000e+00 3.500000000000000e+00
7013228416802221658031042330710306884	1.000000000000000e+00 2.000000000000000e+00 2.945159765557393e+00 3.437500000000000e+00 3.500000000000000e+00
274451641535199995374953207040612693301	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.390625000000000e+00 3.500000000000000e+00
106288946200552501041282680348413305185	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.330039941389349e+00 3.500000000000000e+00
168536840175672198539141942893647882629	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.398437500000001e+00 3.500000000000000e+00
132805611626968452166190956619878674130	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.361289941389349e+00 3.500000000000000e+00
210418524415734261730110089714881758917	1.000000000000000e+00 2.000000000000000e+00 2.913604296672176e+00 3.296875000000001e+00 3.500000000000000e+00
211472269993696654964825913613769039451	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.375000000000000e+00 3.500000000000000e+00
333822070379854363072348262301468169917	1.000000000000000e+00 2.000000000000000e+00 2.883641773518900e+00 3.328125000000001e+00 3.500000000000000e+00
48263082772508450338305297861446540428	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.414062500000000e+00 3.500000000000000e+00
134198904471827747505427477722109678263	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.429687500000000e+00 3.500000000000000e+00
162526852749579419514467502975040715835	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.445312500000001e+00 3.500000000000000e+00
85738357529387397187840461046229004476	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.414062500000001e+00 3.500000000000000e+00
140876400174016241699599231868878957743	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.445312500000000e+00 3.500000000000000e+00
297518664312788657195737560671879480862	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.335937500000001e+00 3.500000000000000e+00
324787996075784264955583304628356130844	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.375000000000000e+00 3.500000000000000e+00
250455175700430246395478961476834846771	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.437500000000000e+00 3.500000000000000e+00
198159947432309813815634733618607538992	1.000000000000000e+00 2.000000000000000e+00 2.853171972504133e+00 3.320312500000001e+00 3.500000000000000e+00
87491031876429532026710093217095505977	1.000000000000000e+00 2.000000000000000e+00 2.948989648336090e+00 3.390625000000001e+00 3.500000000000000e+00
184687883617096744864233675255838550502	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.382812500000001e+00 3.500000000000000e+00
12689608541771474774019342970508257775	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.382812500000001e+00 3.500000000000000e+00
148007151971546136317606362873121231939	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.453125000000000e+00 3.500000000000000e+00
253262512431468574887324769861323413863	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.406250000000001e+00 3.500000000000000e+00
335425500660848391304131059494482534535	1.000000000000000e+00 2.000000000000000e+00 2.919501855282828e+00 3.398437500000000e+00 3.500000000000000e+00
288639673580540737830769240939400283164	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.429687500000000e+00 3.500000000000000e+00
112052741340742912564698742801240040115	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.429687500000000e+00 3.500000000000000e+00
237309743949003188079771897281701271462	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.382812500000001e+00 3.500000000000000e+00
336373794055845725813405013221559066510	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.359375000000001e+00 3.500000000000000e+00
220003238814527998559448124047705433618	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.382812500000001e+00 3.500000000000000e+00
36789854115167263505356706472637917419	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.367187500000001e+00 3.500000000000000e+00
4957675802838046326149024918875419954	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.384727441389348e+00 3.500000000000000e+00
237019747365216399597027460981926145011	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.312500000000001e+00 3.500000000000000e+00
317207570933309632603124357156136975458	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.382812500000001e+00 3.500000000000000e+00
237270170201756326010067739523348932265	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.390625000000001e+00 3.500000000000000e+00
253837992824934683785207984971442759306	1.000000000000000e+00 2.000000000000000e+00 2.904182324168046e+00 3.345664941389349e+00 3.500000000000000e+00
113092149086385236581445504050364268599	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.453125000000000e+00 3.500000000000000e+00
247539850235346132406093149872329652364	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.437500000000000e+00 3.500000000000000e+00
9344923134318472699728757881199695238	1.000000000000000e+00 2.000000000000000e+00 2.929534765557394e+00 3.421875000000001e+00 3.500000000000000e+00
235707901014758844416469702197054939119	1.000000000000000e+00 2.000000000000000e+00 2.888557324168046e+00 3.335937500000002e+00 3.500000000000000e+00
239442878125012192322021492751798701190	1.000000000000000e+00 2.000000000000000e+00 2.927467089725438e+00 3.437500000000000e+00 3.500000000000000e+00
287515468297618976240999090691379317364	1.000000000000000e+00 2.000000000000000e+00 2.919807324168046e+00 3.359375000000001e+00 3.500000000000000e+00
172249161304977725691070143543063156254	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.437500000000000e+00 3.500000000000000e+00
69356849468829997681098208114792725599	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.421875000000000e+00 3.500000000000000e+00
59574035589634238032274317936799593215	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.445312500000000e+00 3.500000000000000e+00
337844577480014138250282503051718459783	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.390625000000001e+00 3.500000000000000e+00
107095805299026052981904757909914217112	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.382812500000000e+00 3.500000000000000e+00
89753605970847617805161697530803684738	1.000000000000000e+00 2.000000000000000e+00 2.908012206946743e+00 3.406250000000000e+00 3.500000000000000e+00
72336537791390025753607434630632202139	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.382812500000002e+00 3.500000000000000e+00
202688967117692570993782136286831989000	1.000000000000000e+00 2.000000000000000e+00 2.945159765557393e+00 3.398437500000000e+00 3.500000000000000e+00
218371457482512585370087649659617469022	1.000000000000000e+00 2.000000000000000e+00 2.941329882778699e+00 3.398437500000000e+00 3.500000000000000e+00
276217779675793921190437340346398184005	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.351562500000000e+00 3.500000000000000e+00
326877717951614053969113847005094317784	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.312500000000001e+00 3.500000000000000e+00
259781960584975556274056629840946897349	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.414062500000001e+00 3.500000000000000e+00
154444944618677073939488837025467503999	1.000000000000000e+00 2.000000000000000e+00 2.954887206946741e+00 3.460937500000000e+00 3.500000000000000e+00
272515934307481751834945564696963808973	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.359375000000001e+00 3.500000000000000e+00
24637502622351689845919368340533557971	1.000000000000000e+00 2.000000000000000e+00 2.911842089725438e+00 3.376914941389349e+00 3.500000000000000e+00
37324242992553533803016268087605078083	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.398437500000000e+00 3.500000000000000e+00
249144509021917305927053449282273747950	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.382812500000001e+00 3.500000000000000e+00
85442485723374679181042080825760871622	1.000000000000000e+00 2.000000000000000e+00 2.923637206946741e+00 3.390625000000000e+00 3.500000000000000e+00
255155597759761287704153776943728786629	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.398437500000001e+00 3.500000000000000e+00
115688306549456293736638902521550070161	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.363204882778696e+00 3.500000000000000e+00
273718305385367108994482093274767115309	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.476562500000000e+00 3.500000000000000e+00
251704626516098119286894129396547060067	1.000000000000000e+00 2.000000000000000e+00 2.948989648336090e+00 3.429687500000000e+00 3.500000000000000e+00
217495380654694728188512341339495332420	1.000000000000000e+00 2.000000000000000e+00 2.945159765557393e+00 3.445312500000000e+00 3.500000000000000e+00
236965143773758703646920060539715727499	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.328125000000001e+00 3.500000000000000e+00
304396074343837087758694836264384732760	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.359375000000001e+00 3.500000000000000e+00
181112768254784396664362883601492744330	1.000000000000000e+00 2.000000000000000e+00 2.896217089725437e+00 3.328125000000002e+00 3.500000000000000e+00
72649678101204181512710379247320027093	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.414062500000000e+00 3.500000000000000e+00
273980288858308093546225190503975761890	1.000000000000000e+00 2.000000000000000e+00 2.919501855282828e+00 3.398437500000001e+00 3.500000000000000e+00
199862541939578590239361352657905225230	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.343750000000001e+00 3.500000000000000e+00
242504752785418837059748532388842413722	1.000000000000000e+00 2.000000000000000e+00 2.935432324168047e+00 3.414062500000000e+00 3.500000000000000e+00
121310925664307637994820614010290642626	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.359375000000001e+00 3.500000000000000e+00
48749859157703214583302516165075542687	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.320312500000001e+00 3.500000000000000e+00
234643637389356351724891135246158871862	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.390625000000001e+00 3.500000000000000e+00
98659104276361509847957655010349644535	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.375000000000001e+00 3.500000000000000e+00
154474483107149643155593158486023419004	1.000000000000000e+00 2.000000000000000e+00 2.908012206946742e+00 3.351562500000001e+00 3.500000000000000e+00
24618721611658627869392266912139615092	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.390625000000001e+00 3.500000000000000e+00
75074441387453856040196328546880223270	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.421875000000000e+00 3.500000000000000e+00
185256793667880092082366546247699634998	1.000000000000000e+00 2.000000000000000e+00 2.925704882778698e+00 3.421875000000001e+00 3.500000000000000e+00
29195033617445533126706002174577384694	1.000000000000000e+00 2.000000000000000e+00 2.945159765557395e+00 3.414062500000000e+00 3.500000000000000e+00
39010486643923572078060524791061087198	1.000000000000000e+00 2.000000000000000e+00 2.937194531114784e+00 3.382812500000000e+00 3.500000000000000e+00
30519093785874964234606526033402746887	1.000000000000000e+00 2.000000000000000e+00 2.941329882778698e+00 3.445312500000000e+00 3.500000000000000e+00
111697730669235888935414719100888514030	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.324142382778696e+00 3.500000000000000e+00
10268023173893007527631871692507406037	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.421875000000000e+00 3.500000000000000e+00
111671303616942416817736572413886435667	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.304687500000001e+00 3.500000000000000e+00
310648623356725822360944777627905863737	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.390625000000001e+00 3.500000000000000e+00
19445247364410144713537240497646516792	1.000000000000000e+00 2.000000000000000e+00 2.960784765557395e+00 3.460937500000000e+00 3.500000000000000e+00
234079058587747851729955427692155118427	1.000000000000000e+00 2.000000000000000e+00 2.913909765557394e+00 3.351562500000000e+00 3.500000000000000e+00
88933223566883945542465844501666837354	1.000000000000000e+00 2.000000000000000e+00 2.908012206946741e+00 3.359375000000001e+00 3.500000000000000e+00
24144885871348529307297553397606600803	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.398437500000001e+00 3.500000000000000e+00
46522297216810365346305930324014981612	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.335937500000001e+00 3.500000000000000e+00
219306197522285701469656689704607434202	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.390625000000000e+00 3.500000000000000e+00
192372221602905933092238532501157751734	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.429687500000001e+00 3.500000000000000e+00
237682612684212086913041354540590846617	1.000000000000000e+00 2.000000000000000e+00 2.865168898701710e+00 3.322227441389349e+00 3.500000000000000e+00
259872361098309733636077584533520217050	1.000000000000000e+00 2.000000000000000e+00 2.913909765557394e+00 3.320312500000001e+00 3.500000000000000e+00
66231779077723208086295986035256087658	1.000000000000000e+00 2.000000000000000e+00 2.917739648336090e+00 3.351562500000001e+00 3.500000000000000e+00
211637234402840352564227616649879134715	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.390625000000001e+00 3.500000000000000e+00
176402096365163733652304543468953686591	1.000000000000000e+00 2.000000000000000e+00 2.902114648336091e+00 3.351562500000001e+00 3.500000000000000e+00
233742274313408765887097699221784928550	1.000000000000000e+00 2.000000000000000e+00 2.948989648336090e+00 3.468750000000000e+00 3.500000000000000e+00
79595993740700221109466568630467068703	1.000000000000000e+00 2.000000000000000e+00 2.948989648336090e+00 3.414062500000000e+00 3.500000000000000e+00
22900454276063199228702251034322737247	1.000000000000000e+00 2.000000000000000e+00 2.903876855282828e+00 3.335937500000001e+00 3.500000000000000e+00
269076676097940239061362102724973535783	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.421875000000002e+00 3.500000000000000e+00
29822024257767568385886148138610104086	1.000000000000000e+00 2.000000000000000e+00 2.937194531114786e+00 3.390625000000001e+00 3.500000000000000e+00
