GENOME	ENTROPIES for motif lengths [1 2 3 4 5]
161801655510954130294692978190178891029	1.000000000000000e+00 2.000000000000000e+00 2.919501855282828e+00 3.359375000000001e+00 3.500000000000000e+00
133665991531954699954294620025112571206	1.000000000000000e+00 2.000000000000000e+00 2.882659765557393e+00 3.320312500000002e+00 3.500000000000000e+00
196656209114212092290122680045412909320	1.000000000000000e+00 2.000000000000000e+00 2.929534765557393e+00 3.392539941389348e+00 3.500000000000000e+00
216410703539799134354455835788144391472	1.000000000000000e+00 2.000000000000000e+00 2.960784765557393e+00 3.437500000000000e+00 3.500000000000000e+00
192437282879902257273548238362859996814	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.335937500000001e+00 3.500000000000000e+00
124266360608787568424732762975583270680	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.460937500000000e+00 3.500000000000000e+00
236361758921719953031365530941221228498	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.414062500000000e+00 3.500000000000000e+00
65607382904871031156720290537272780162	1.000000000000000e+00 2.000000000000000e+00 2.913909765557393e+00 3.343750000000001e+00 3.500000000000000e+00
66024971550183792216051618162856407156	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.414062500000000e+00 3.500000000000000e+00
325114749142717636296529566603029512936	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.398437500000002e+00 3.500000000000000e+00
254764240115224696308001977921394018738	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.406250000000000e+00 3.500000000000000e+00
281806843444855779892648217684712441544	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.359375000000000e+00 3.500000000000000e+00
252027983195924757950072229484777688420	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.390625000000002e+00 3.500000000000000e+00
284855027535029858216244078142615175794	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.367187500000001e+00 3.500000000000000e+00
230106055667533307560026095142065302582	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.429687500000000e+00 3.500000000000000e+00
147717664200306327840388885431215984189	1.000000000000000e+00 2.000000000000000e+00 2.919807324168046e+00 3.414062500000000e+00 3.500000000000000e+00
272737122989574146120552896876902014783	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.429687500000000e+00 3.500000000000000e+00
145696982901402294158458426559371207313	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.367187500000001e+00 3.500000000000000e+00
106075405336224135590426092306971246623	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.414062500000000e+00 3.500000000000000e+00
328714051685373112608629660423299568783	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.460937500000000e+00 3.500000000000000e+00
176593357741092209564069406650656334020	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.445312500000000e+00 3.500000000000000e+00
47797061923423096743094386109913802005	1.000000000000000e+00 2.000000000000000e+00 2.945159765557393e+00 3.429687500000000e+00 3.500000000000000e+00
175354380733664516068617675705328916095	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.343750000000000e+00 3.500000000000000e+00
224615788627136066599957667463107150239	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.453125000000000e+00 3.500000000000000e+00
172683105434119470161292401159509460805	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.398437500000000e+00 3.500000000000000e+00
248776187448815297241389498069938508779	1.000000000000000e+00 2.000000000000000e+00 2.937194531114786e+00 3.367187500000001e+00 3.500000000000000e+00
236797126314164660684793232558761548814	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.460937500000000e+00 3.500000000000000e+00
115686099444968726930886788969646363109	1.000000000000000e+00 2.000000000000000e+00 2.889539332129552e+00 3.322227441389350e+00 3.500000000000000e+00
305728915520696960044364465539911419522	1.000000000000000e+00 2.000000000000000e+00 2.904182324168046e+00 3.343750000000001e+00 3.500000000000000e+00
1823235497184599287496278589012135530	1.000000000000000e+00 2.000000000000000e+00 2.929534765557393e+00 3.421875000000000e+00 3.500000000000000e+00
135676167987453730003916972861876504144	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.421875000000001e+00 3.500000000000000e+00
181645009762455338971324274201846465874	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.390625000000001e+00 3.500000000000000e+00
240863559987558392815787559358347492294	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.382812500000000e+00 3.500000000000000e+00
92029815223040426121052714254202576726	1.000000000000000e+00 2.000000000000000e+00 2.925399413893480e+00 3.359375000000000e+00 3.500000000000000e+00
281484960413627078221101485222762737270	1.000000000000000e+00 2.000000000000000e+00 2.923637206946741e+00 3.306602441389349e+00 3.500000000000000e+00
226789205515122091911606825615851329405	1.000000000000000e+00 2.000000000000000e+00 2.926686890740205e+00 3.382812500000001e+00 3.500000000000000e+00
83081398696324619734331687632087307419	1.000000000000000e+00 2.000000000000000e+00 2.895436890740204e+00 3.382812500000000e+00 3.500000000000000e+00
76183180188858314627064845327369476999	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.406250000000000e+00 3.500000000000000e+00
206586102411432536999238319321533830174	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.476562500000000e+00 3.500000000000000e+00
258795598075806271365534226748237864355	1.000000000000000e+00 2.000000000000000e+00 2.929534765557394e+00 3.337852441389348e+00 3.500000000000000e+00
75390283025970040401956745149432768278	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.453125000000000e+00 3.500000000000000e+00
170378299793233336512274464371656923422	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.414062500000001e+00 3.500000000000000e+00
177663331211768853000392486817241210659	1.000000000000000e+00 2.000000000000000e+00 2.879811890740204e+00 3.343750000000001e+00 3.500000000000000e+00
279387206409022952692340399497477319095	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.406250000000001e+00 3.500000000000000e+00
163445650019851155785767392659209101313	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.304687500000001e+00 3.500000000000000e+00
80101717974742776646666008633079580498	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.460937500000000e+00 3.500000000000000e+00
173409620795148591402372325315495115243	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.335937500000001e+00 3.500000000000000e+00
48461590554680184827278416316439093588	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.320312500000001e+00 3.500000000000000e+00
109217286049900526943678454191421811423	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.437500000000000e+00 3.500000000000000e+00
198073869408506540196070483475029057707	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.492187500000000e+00 3.500000000000000e+00
103184295510761525093049441606853766937	1.000000000000000e+00 2.000000000000000e+00 2.948989648336090e+00 3.429687500000001e+00 3.500000000000000e+00
182409799060593023077595442286278156570	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.421875000000000e+00 3.500000000000000e+00
29070713785515846126883193594879616744	1.000000000000000e+00 2.000000000000000e+00 2.960784765557395e+00 3.421875000000001e+00 3.500000000000000e+00
75801733153397688168142471363905295130	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.343750000000001e+00 3.500000000000000e+00
186094088231606962181268384691161657974	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.398437500000001e+00 3.500000000000000e+00
135343590308965835636824404338420140295	1.000000000000000e+00 2.000000000000000e+00 2.935432324168046e+00 3.406250000000001e+00 3.500000000000000e+00
48980447614435318650560449280791086785	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.367187500000001e+00 3.500000000000000e+00
31110910609530596579532689275417215413	1.000000000000000e+00 2.000000000000000e+00 2.920789332129552e+00 3.375000000000001e+00 3.500000000000000e+00
277793707720246452751225451990225551763	1.000000000000000e+00 2.000000000000000e+00 2.908012206946742e+00 3.351562500000001e+00 3.500000000000000e+00
135340694302012887880072961854422576591	1.000000000000000e+00 2.000000000000000e+00 2.905164332129552e+00 3.384727441389348e+00 3.500000000000000e+00
332862048296808997083052922241480614249	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.382812500000001e+00 3.500000000000000e+00
244115921767199676483094361188202397882	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.330039941389349e+00 3.500000000000000e+00
37859102942267064133710524891253430533	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.390625000000001e+00 3.500000000000000e+00
112944865505636358403512480279221877277	1.000000000000000e+00 2.000000000000000e+00 2.945159765557393e+00 3.453125000000000e+00 3.500000000000000e+00
56357937318028550917529841138572449028	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.414062500000000e+00 3.500000000000000e+00
325823135599624713883608238708679215499	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.343750000000001e+00 3.500000000000000e+00
217259893619615273877851345472689042484	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.398437500000000e+00 3.500000000000000e+00
178172239746068210723224112019512814852	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.359375000000000e+00 3.500000000000000e+00
323791471397036792692146029702829480673	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.359375000000000e+00 3.500000000000000e+00
278312491637321568257312744988106684653	1.000000000000000e+00 2.000000000000000e+00 2.902114648336090e+00 3.367187500000001e+00 3.500000000000000e+00
22672843517248704124315231126140799746	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.445312500000000e+00 3.500000000000000e+00
202937785594999768536902549994510812856	1.000000000000000e+00 2.000000000000000e+00 2.878524413893480e+00 3.398437500000000e+00 3.500000000000000e+00
137210515524860420086273412037571862771	1.000000000000000e+00 2.000000000000000e+00 2.937194531114784e+00 3.421875000000001e+00 3.500000000000000e+00
65350855916990618361165394672770123200	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.398437500000000e+00 3.500000000000000e+00
51230179769094258158445663672214276944	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.328125000000001e+00 3.500000000000000e+00
33122802530904134739222691823466654118	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.375000000000001e+00 3.500000000000000e+00
262083186917502840910570426031364985856	1.000000000000000e+00 2.000000000000000e+00 2.923637206946741e+00 3.398437500000001e+00 3.500000000000000e+00
195228957070124924343275580732512296952	1.000000000000000e+00 2.000000000000000e+00 2.929534765557394e+00 3.445312500000001e+00 3.500000000000000e+00
258960533873317512665481148768564915102	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.445312500000000e+00 3.500000000000000e+00
325666488909046856927352537669517260631	1.000000000000000e+00 2.000000000000000e+00 2.933364648336090e+00 3.406250000000000e+00 3.500000000000000e+00
236625671512860719993998975888006329785	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.414062500000000e+00 3.500000000000000e+00
158206286281399833239361231861623458903	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.367187500000001e+00 3.500000000000000e+00
169163101910133461959721429045917231400	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.406250000000000e+00 3.500000000000000e+00
67595351590039016323873869749474459554	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.375000000000001e+00 3.500000000000000e+00
108446619226126516365745248929259641920	1.000000000000000e+00 2.000000000000000e+00 2.854459449350856e+00 3.292892382778697e+00 3.500000000000000e+00
284883175336963141055035235721136330926	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.398437500000002e+00 3.500000000000000e+00
59206374974065870169732780934928348911	1.000000000000000e+00 2.000000000000000e+00 2.919807324168046e+00 3.429687500000000e+00 3.500000000000000e+00
225431024456858745055023854859725146344	1.000000000000000e+00 2.000000000000000e+00 2.937194531114786e+00 3.414062500000000e+00 3.500000000000000e+00
168919676440811507596024018861973648097	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.437500000000001e+00 3.500000000000000e+00
289670551242036366570330818461227781014	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.437500000000001e+00 3.500000000000000e+00
335443627279098824360656965655662235319	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.453125000000002e+00 3.500000000000000e+00
106784711131625857700357819638171368935	1.000000000000000e+00 2.000000000000000e+00 2.954887206946741e+00 3.437500000000000e+00 3.500000000000000e+00
96107060519358038327659593158297616279	1.000000000000000e+00 2.000000000000000e+00 2.935432324168045e+00 3.398437500000000e+00 3.500000000000000e+00
133424370022362999402969977722049225405	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.445312500000001e+00 3.500000000000000e+00
134352189382810425100602923549900699637	1.000000000000000e+00 2.000000000000000e+00 2.876762206946742e+00 3.359375000000001e+00 3.500000000000000e+00
51533991254822630321924196083302466015	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.328125000000001e+00 3.500000000000000e+00
103269558882687648516930614426347666845	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.328125000000001e+00 3.500000000000000e+00
45694139765624596643640070329047275820	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.330039941389349e+00 3.500000000000000e+00
157595881744831914072243767734153771146	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.468750000000000e+00 3.500000000000000e+00
175834536079981767539893879125573479454	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.429687500000001e+00 3.500000000000000e+00
245385416656749999223874833625544950848	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.390625000000001e+00 3.500000000000000e+00
196059594281705817867934980592865074373	1.000000000000000e+00 2.000000000000000e+00 2.873914332129552e+00 3.382812500000001e+00 3.500000000000000e+00
154078555810739519097645958244163965015	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.406250000000001e+00 3.500000000000000e+00
88165924201287959012877098846762008772	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.304687500000002e+00 3.500000000000000e+00
208566184208739465879523649545076141674	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.398437500000001e+00 3.500000000000000e+00
223284549579056018449884496001813517033	1.000000000000000e+00 2.000000000000000e+00 2.935432324168047e+00 3.453125000000000e+00 3.500000000000000e+00
113713476560017297071620991983866696256	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.343750000000001e+00 3.500000000000000e+00
265671601609282619853281564311710121331	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.421875000000001e+00 3.500000000000000e+00
34624702485069717522726108835241033648	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.406250000000001e+00 3.500000000000000e+00
17375966006077600751244906944855127642	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.398437500000001e+00 3.500000000000000e+00
143743381234520587916000351127582658362	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.390625000000001e+00 3.500000000000000e+00
325794190706407037826643768516035959781	1.000000000000000e+00 2.000000000000000e+00 2.948989648336090e+00 3.445312500000000e+00 3.500000000000000e+00
101825593100458392415971580518267834593	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.414062500000000e+00 3.500000000000000e+00
321505288850297605022818006440962004542	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.406250000000001e+00 3.500000000000000e+00
147440672929264006914483844193797764095	1.000000000000000e+00 2.000000000000000e+00 2.895436890740204e+00 3.337852441389349e+00 3.500000000000000e+00
303087714494492230292608601481053460565	1.000000000000000e+00 2.000000000000000e+00 2.883641773518900e+00 3.367187500000001e+00 3.500000000000000e+00
306467752934971640634594707991522255328	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.390625000000001e+00 3.500000000000000e+00
164058664059073087464328934161596351254	1.000000000000000e+00 2.000000000000000e+00 2.937194531114784e+00 3.445312500000000e+00 3.500000000000000e+00
282279912046220756109446495377298606509	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.390625000000001e+00 3.500000000000000e+00
213704338511821086119067196618961788209	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.406250000000001e+00 3.500000000000000e+00
323440859559628028547452679665979904401	1.000000000000000e+00 2.000000000000000e+00 2.864186890740204e+00 3.322227441389350e+00 3.500000000000000e+00
250244104391219229432265137582024844274	1.000000000000000e+00 2.000000000000000e+00 2.925399413893480e+00 3.408164941389348e+00 3.500000000000000e+00
325596565835887591306001433228810618778	1.000000000000000e+00 2.000000000000000e+00 2.886489648336088e+00 3.351562500000000e+00 3.500000000000000e+00
95690454286705431095554615425495528102	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.382812500000001e+00 3.500000000000000e+00
253181244942200984009397433916438232581	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.421875000000000e+00 3.500000000000000e+00
82976209453119849809627117141697740018	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.406250000000000e+00 3.500000000000000e+00
280424685703299709091724546386113955184	1.000000000000000e+00 2.000000000000000e+00 2.943092089725436e+00 3.445312500000000e+00 3.500000000000000e+00
51002002156377570627203977981060742641	1.000000000000000e+00 2.000000000000000e+00 2.923637206946741e+00 3.445312500000001e+00 3.500000000000000e+00
79967260469809990128899936211487209911	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.345664941389349e+00 3.500000000000000e+00
243286173447518564363025661245926387541	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.367187500000001e+00 3.500000000000000e+00
195955514772090281768273483646166670207	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.335937500000002e+00 3.500000000000000e+00
256610860928281631246884193635258609036	1.000000000000000e+00 2.000000000000000e+00 2.913604296672175e+00 3.375000000000001e+00 3.500000000000000e+00
168391649983461218314459840095274895258	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.460937500000000e+00 3.500000000000000e+00
105537623750610746326348467924395288508	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.429687500000001e+00 3.500000000000000e+00
93214158765953210944364711689070807344	1.000000000000000e+00 2.000000000000000e+00 2.931296972504132e+00 3.445312500000000e+00 3.500000000000000e+00
1127710489294644472110302972941663387	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.390625000000000e+00 3.500000000000000e+00
222024602462480043693216811011204328795	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.382812500000001e+00 3.500000000000000e+00
250160148073253693442008291959269680296	1.000000000000000e+00 2.000000000000000e+00 2.894149413893480e+00 3.298789941389349e+00 3.500000000000000e+00
56473375561334443510481171951553346073	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.382812500000001e+00 3.500000000000000e+00
225822635654669779755278335720826184898	1.000000000000000e+00 2.000000000000000e+00 2.929534765557394e+00 3.390625000000001e+00 3.500000000000000e+00
190839913343048379672905814211013085333	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.375000000000001e+00 3.500000000000000e+00
116302709712062118997606463505650461905	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.367187500000001e+00 3.500000000000000e+00
317146806995127553802975053361273483453	1.000000000000000e+00 2.000000000000000e+00 2.880592089725437e+00 3.322227441389349e+00 3.500000000000000e+00
59912812251737386013404662607177044579	1.000000000000000e+00 2.000000000000000e+00 2.903876855282828e+00 3.375000000000001e+00 3.500000000000000e+00
193062821154960473161832217706462014733	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.392539941389348e+00 3.500000000000000e+00
163998583057938128876152077816169124342	1.000000000000000e+00 2.000000000000000e+00 2.874694531114785e+00 3.367187500000002e+00 3.500000000000000e+00
28943007680428971208601916552943866278	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.421875000000000e+00 3.500000000000000e+00
134012844539502461190924125112089493725	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.445312500000000e+00 3.500000000000000e+00
184156516267672801127630648683266533680	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.437500000000001e+00 3.500000000000000e+00
288612275058507210919926597036729624809	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.437500000000000e+00 3.500000000000000e+00
224472612150787892270142161143468248073	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.414062500000000e+00 3.500000000000000e+00
99793238494758136001476334892656199420	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.382812500000001e+00 3.500000000000000e+00
50421720380113091606070219818972851811	1.000000000000000e+00 2.000000000000000e+00 2.925399413893480e+00 3.375000000000001e+00 3.500000000000000e+00
119751097920465836187838032523118906434	1.000000000000000e+00 2.000000000000000e+00 2.951057324168046e+00 3.406250000000000e+00 3.500000000000000e+00
137544190052346023460497939063239740379	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.406250000000000e+00 3.500000000000000e+00
19898398899577478605406135263984035292	1.000000000000000e+00 2.000000000000000e+00 2.913909765557394e+00 3.367187500000000e+00 3.500000000000000e+00
149146082130086697817068025909722286287	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.460937500000000e+00 3.500000000000000e+00
317669096294249744546774372219182912087	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.367187500000000e+00 3.500000000000000e+00
266488691248348942609763628098209236128	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.414062500000000e+00 3.500000000000000e+00
190215599646234648694036530716847154426	1.000000000000000e+00 2.000000000000000e+00 2.897199097686943e+00 3.353477441389349e+00 3.500000000000000e+00
330128301721525428317105869785073545121	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.437500000000000e+00 3.500000000000000e+00
302637437942159614633023524944637408785	1.000000000000000e+00 2.000000000000000e+00 2.925399413893480e+00 3.343750000000001e+00 3.500000000000000e+00
230876137106556380873953811776049686839	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.414062500000001e+00 3.500000000000000e+00
330925248140175949658573054254537748169	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.351562500000001e+00 3.500000000000000e+00
139439552866238336370127299088297610757	1.000000000000000e+00 2.000000000000000e+00 2.885709449350856e+00 3.359375000000000e+00 3.500000000000000e+00
37762969242312859530828777619779254984	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.382812500000001e+00 3.500000000000000e+00
7953839763745470136135531498521829616	1.000000000000000e+00 2.000000000000000e+00 2.908994214908247e+00 3.351562500000000e+00 3.500000000000000e+00
237976395718493593935905184959123041016	1.000000000000000e+00 2.000000000000000e+00 2.905164332129552e+00 3.382812500000001e+00 3.500000000000000e+00
112853024617183907678444644340324085577	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.406250000000000e+00 3.500000000000000e+00
37720286663900190105464408986981432373	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.414062500000000e+00 3.500000000000000e+00
249198453157139741502357711628729695417	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.453125000000001e+00 3.500000000000000e+00
233683438345922511376514159363969951699	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.390625000000000e+00 3.500000000000000e+00
326136100278016131477972400199113712026	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.414062500000000e+00 3.500000000000000e+00
85281179672354334888722816883012136037	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.429687500000000e+00 3.500000000000000e+00
82217276164160912471086797546807288727	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.390625000000000e+00 3.500000000000000e+00
88187029146635946519091731747176584022	1.000000000000000e+00 2.000000000000000e+00 2.960784765557395e+00 3.453125000000001e+00 3.500000000000000e+00
161683347466588856324117797510259981211	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.398437500000001e+00 3.500000000000000e+00
295707578100186044992577391268507392337	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.335937500000001e+00 3.500000000000000e+00
274503373696531775389477631181504150879	1.000000000000000e+00 2.000000000000000e+00 2.929534765557394e+00 3.390625000000000e+00 3.500000000000000e+00
311539798701425109890346778761659595124	1.000000000000000e+00 2.000000000000000e+00 2.908012206946741e+00 3.351562500000001e+00 3.500000000000000e+00
325989205330242338568620068579037372380	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.335937500000001e+00 3.500000000000000e+00
117809058041492541745094470279118306854	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.445312500000000e+00 3.500000000000000e+00
288961274429538462132893796363798681469	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.421875000000000e+00 3.500000000000000e+00
243402291199216890312245440075132274493	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.421875000000000e+00 3.500000000000000e+00
93243026308972033580972571400503869790	1.000000000000000e+00 2.000000000000000e+00 2.925399413893480e+00 3.421875000000000e+00 3.500000000000000e+00
162665769468469015243056334133439190267	1.000000000000000e+00 2.000000000000000e+00 2.903876855282828e+00 3.382812500000001e+00 3.500000000000000e+00
245380282392116335625947203870074403799	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.351562500000000e+00 3.500000000000000e+00
72143695792214581159435827362275550205	1.000000000000000e+00 2.000000000000000e+00 2.908012206946742e+00 3.347579882778697e+00 3.500000000000000e+00
83111786209387114412009713435883265625	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.398437500000000e+00 3.500000000000000e+00
78163589163143146574959512406311646370	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.367187500000001e+00 3.500000000000000e+00
264141631302180279318250359559398804032	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.445312500000000e+00 3.500000000000000e+00
237313017055905386276426962917363022009	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.390625000000001e+00 3.500000000000000e+00
119226023707772000167679676941678952593	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.375000000000000e+00 3.500000000000000e+00
