GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7 8]
143655101938384363396938968989386129066	1.000000000000000e+00 2.000000000000000e+00 2.770109984646716e+00 3.191329882778697e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
186515478815241014794886799504422357336	1.000000000000000e+00 2.000000000000000e+00 2.870864648336090e+00 3.236289941389350e+00 3.390625000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
104549548913040094661193842448888830162	1.000000000000000e+00 2.000000000000000e+00 2.824971656297595e+00 3.195159765557393e+00 3.375000000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
315431784423063852623612075090847759612	1.000000000000000e+00 2.000000000000000e+00 2.917739648336090e+00 3.267539941389350e+00 3.406250000000002e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
299624339759384248737385480685426186715	1.000000000000000e+00 2.000000000000000e+00 2.868016773518899e+00 3.234375000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
160510764069563274719310026293363450590	1.000000000000000e+00 2.000000000000000e+00 2.890319531114784e+00 3.345664941389348e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
277933134823854909825043522532573668741	1.000000000000000e+00 2.000000000000000e+00 2.812194531114784e+00 3.156097265557393e+00 3.337852441389349e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
24618223623476794844140958229202353409	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.244102441389350e+00 3.390625000000001e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
215702301528885681027790135749680377419	1.000000000000000e+00 2.000000000000000e+00 2.678176176563200e+00 3.031097265557394e+00 3.281250000000001e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
217835535310276549080101097525089964118	1.000000000000000e+00 2.000000000000000e+00 2.836766773518899e+00 3.220664941389351e+00 3.369102441389348e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
38369743141101147038148719749078621432	1.000000000000000e+00 2.000000000000000e+00 2.830089015923015e+00 3.185432324168045e+00 3.343750000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
158216136884941924902499949958138602708	1.000000000000000e+00 2.000000000000000e+00 2.883641773518900e+00 3.216682324168045e+00 3.363204882778696e+00 3.423789941389348e+00 3.484375000000000e+00 3.500000000000000e+00
8222644931976276468944913635698403571	1.000000000000000e+00 2.000000000000000e+00 2.750982007961508e+00 3.115119824168045e+00 3.306602441389349e+00 3.398437500000001e+00 3.484375000000000e+00 3.500000000000000e+00
55333132145088671058635177013117746732	1.000000000000000e+00 2.000000000000000e+00 2.905164332129552e+00 3.304687500000001e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
254613003631141304388764050320263168168	1.000000000000000e+00 2.000000000000000e+00 2.809346656297595e+00 3.111137206946741e+00 3.337852441389348e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
305892570471539158305284382387241233214	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.259727441389350e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
211275668981017611581401718660007370223	1.000000000000000e+00 2.000000000000000e+00 2.705089015923014e+00 3.093597265557394e+00 3.300704882778698e+00 3.421875000000002e+00 3.484375000000000e+00 3.500000000000000e+00
83329297868493116721185924181138643994	1.000000000000000e+00 2.000000000000000e+00 2.864967089725437e+00 3.222579882778696e+00 3.369102441389348e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
272502647409434273246074407730516015114	1.000000000000000e+00 2.000000000000000e+00 2.766808816937780e+00 3.163909765557392e+00 3.369102441389348e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
183324024305401812354249461038485677839	1.000000000000000e+00 2.000000000000000e+00 2.626310203736037e+00 2.974342089725438e+00 3.201057324168045e+00 3.375000000000000e+00 3.468750000000000e+00 3.500000000000000e+00
314355115444113827265072732019366618557	1.000000000000000e+00 2.000000000000000e+00 2.855441457312362e+00 3.232307324168045e+00 3.400352441389348e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
20141765454271922018338979553482613233	1.000000000000000e+00 2.000000000000000e+00 2.780164332129552e+00 3.136642382778698e+00 3.353477441389349e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
240048630799639354027627805276181998065	1.000000000000000e+00 2.000000000000000e+00 2.880592089725437e+00 3.228477441389349e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
199269258633179291629183629657533949174	1.000000000000000e+00 2.000000000000000e+00 2.886489648336089e+00 3.277267382778697e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
196859939271602301199462913456866996461	1.000000000000000e+00 2.000000000000000e+00 2.864186890740204e+00 3.206954882778697e+00 3.384727441389348e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
228729507925831804295297268298709005961	1.000000000000000e+00 2.000000000000000e+00 2.737119214908247e+00 3.144454882778698e+00 3.322227441389349e+00 3.414062500000000e+00 3.484375000000000e+00 3.500000000000000e+00
41959551133194303864987363566105967495	1.000000000000000e+00 2.000000000000000e+00 2.889539332129552e+00 3.298789941389349e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
110179298396874417678724546218988343095	1.000000000000000e+00 2.000000000000000e+00 2.746846656297595e+00 3.111137206946740e+00 3.312500000000001e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
155620410771457961558341359812749878722	1.000000000000000e+00 2.000000000000000e+00 2.830869214908247e+00 3.259727441389349e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
114595624881687277276377336448467149093	1.000000000000000e+00 2.000000000000000e+00 2.789891773518899e+00 3.169807324168046e+00 3.369102441389348e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
47780239573048203989048403155854060873	1.000000000000000e+00 2.000000000000000e+00 2.916959449350856e+00 3.382812500000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
22131344040930627988866398906532050525	1.000000000000000e+00 2.000000000000000e+00 2.868016773518900e+00 3.337852441389349e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
274319332058569404084573569614526110221	1.000000000000000e+00 2.000000000000000e+00 2.842664332129552e+00 3.167892382778697e+00 3.353477441389348e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
65000361651048833173212825510953487236	1.000000000000000e+00 2.000000000000000e+00 2.768369214908247e+00 3.156097265557392e+00 3.337852441389348e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
76798836336275231286381309406302515082	1.000000000000000e+00 2.000000000000000e+00 2.872626855282829e+00 3.259727441389349e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
245254641873425035813318536276552595445	1.000000000000000e+00 2.000000000000000e+00 2.843444531114784e+00 3.242187500000001e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
83407187080482121443100055001099282880	1.000000000000000e+00 2.000000000000000e+00 2.883641773518899e+00 3.316329882778697e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
55840199111276916389054733310185289087	1.000000000000000e+00 2.000000000000000e+00 2.840596656297596e+00 3.246017382778697e+00 3.400352441389348e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
300909282153732505850251362334441434928	1.000000000000000e+00 2.000000000000000e+00 2.908012206946742e+00 3.277267382778696e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
265650686412744513649521141374822257810	1.000000000000000e+00 2.000000000000000e+00 2.747828664259100e+00 3.205039941389349e+00 3.369102441389348e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
96813945827864942930739903889055655783	1.000000000000000e+00 2.000000000000000e+00 2.789891773518899e+00 3.175704882778697e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
149442170340514642914897249119173141826	1.000000000000000e+00 2.000000000000000e+00 2.798839015923014e+00 3.175704882778698e+00 3.359375000000000e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
274152475697358373791419910662963703344	1.000000000000000e+00 2.000000000000000e+00 2.804736574533666e+00 3.203125000000001e+00 3.359375000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
122785912418812978942850021241853163174	1.000000000000000e+00 2.000000000000000e+00 2.671771340091056e+00 3.054534765557394e+00 3.281250000000001e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
99860817397692453090521252612215448941	1.000000000000000e+00 2.000000000000000e+00 2.868796972504132e+00 3.238204882778696e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
182211498376095723868500189952296153286	1.000000000000000e+00 2.000000000000000e+00 2.854153980465638e+00 3.265625000000000e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
27379188217994357467260877489827852288	1.000000000000000e+00 2.000000000000000e+00 2.722781691754969e+00 3.072227441389349e+00 3.306602441389348e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
69816924586894916442957414066350592538	1.000000000000000e+00 2.000000000000000e+00 2.747932324168044e+00 3.085784765557392e+00 3.275352441389349e+00 3.382812500000000e+00 3.484375000000000e+00 3.500000000000000e+00
337930839557432549748626472542915126698	1.000000000000000e+00 2.000000000000000e+00 2.648486574533666e+00 3.060279589725437e+00 3.306602441389349e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
257111430335205298092280053112564226768	1.000000000000000e+00 2.000000000000000e+00 2.801686890740203e+00 3.224494824168045e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
188196740453747926860623987989705272589	1.000000000000000e+00 2.000000000000000e+00 2.624896340091057e+00 3.021369824168045e+00 3.281250000000000e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
155311471714788936957262983690652069085	1.000000000000000e+00 2.000000000000000e+00 2.749116141105824e+00 3.156097265557395e+00 3.353477441389350e+00 3.421875000000002e+00 3.468750000000000e+00 3.500000000000000e+00
239648564209805586064228968334418468769	1.000000000000000e+00 2.000000000000000e+00 2.656146340091057e+00 3.068244824168045e+00 3.290977441389348e+00 3.414062500000000e+00 3.484375000000000e+00 3.500000000000000e+00
184569823529121149462825788299913485752	1.000000000000000e+00 2.000000000000000e+00 2.771217089725436e+00 3.163909765557395e+00 3.375000000000003e+00 3.445312500000002e+00 3.484375000000000e+00 3.500000000000000e+00
47961358833414639313953507664432042808	1.000000000000000e+00 2.000000000000000e+00 2.857001855282828e+00 3.191329882778698e+00 3.359375000000002e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
126913963876471446863346991491985560588	1.000000000000000e+00 2.000000000000000e+00 2.870864648336090e+00 3.242187500000000e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
124125695812357794415457851351331985712	1.000000000000000e+00 2.000000000000000e+00 2.705089015923013e+00 3.040824706946742e+00 3.269454882778697e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
253230664745944807554028754535445178166	1.000000000000000e+00 2.000000000000000e+00 2.742236574533666e+00 3.085784765557394e+00 3.259727441389350e+00 3.375000000000001e+00 3.468750000000000e+00 3.500000000000000e+00
47468835650072689290391061486175973114	1.000000000000000e+00 2.000000000000000e+00 2.874694531114785e+00 3.232307324168045e+00 3.400352441389349e+00 3.453125000000002e+00 3.484375000000000e+00 3.500000000000000e+00
306640835823226318410600125402818785679	1.000000000000000e+00 2.000000000000000e+00 2.889539332129552e+00 3.273437500000000e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
132646148361903393544046186944842325539	1.000000000000000e+00 2.000000000000000e+00 2.776334449350855e+00 3.210784765557393e+00 3.375000000000001e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
292523970013317387148042293805611013689	1.000000000000000e+00 2.000000000000000e+00 2.823209449350856e+00 3.283164941389349e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
181254583649505280792756378135770773603	1.000000000000000e+00 2.000000000000000e+00 2.680516773518899e+00 3.003677148336088e+00 3.216682324168046e+00 3.367187500000001e+00 3.468750000000000e+00 3.500000000000000e+00
231067879068302910638198088450080946493	1.000000000000000e+00 2.000000000000000e+00 2.676561793622988e+00 3.054534765557392e+00 3.259727441389348e+00 3.390625000000000e+00 3.484375000000000e+00 3.500000000000000e+00
313302367052376707579896224735533118695	1.000000000000000e+00 2.000000000000000e+00 2.880592089725438e+00 3.275352441389349e+00 3.431602441389349e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
68662773396486969291559250245559869682	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.296875000000000e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
296590723329396349979799449595129933669	1.000000000000000e+00 2.000000000000000e+00 2.814262206946741e+00 3.220664941389349e+00 3.375000000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
219888898178198452060730477257566656036	1.000000000000000e+00 2.000000000000000e+00 2.660483500731243e+00 3.066329882778698e+00 3.294807324168045e+00 3.414062500000002e+00 3.484375000000000e+00 3.500000000000000e+00
96951088125095166922885206632703739061	1.000000000000000e+00 2.000000000000000e+00 2.746066457312361e+00 3.154182324168045e+00 3.328125000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
78151537757886914537020176566404302180	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.265625000000002e+00 3.390625000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.500000000000000e+00
283813952457329495429964055712600330363	1.000000000000000e+00 2.000000000000000e+00 2.835479296672176e+00 3.246017382778697e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
271012899860216205749596456273076521644	1.000000000000000e+00 2.000000000000000e+00 2.843444531114785e+00 3.185432324168047e+00 3.390625000000002e+00 3.445312500000002e+00 3.484375000000000e+00 3.500000000000000e+00
148500586142392403433051385970246931859	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.351562500000002e+00 3.437500000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
