GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7 8]
176790795058906113725081590621649625911	1.000000000000000e+00 2.000000000000000e+00 2.814464015923014e+00 3.161994824168044e+00 3.322227441389349e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
57275263503298319159961512448745239545	1.000000000000000e+00 2.000000000000000e+00 2.720714015923013e+00 3.177619824168044e+00 3.384727441389348e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
41008814825644683615014704703814839831	1.000000000000000e+00 2.000000000000000e+00 2.841884133144319e+00 3.191329882778696e+00 3.343750000000000e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
257365798629713984937478978915929153224	1.000000000000000e+00 2.000000000000000e+00 2.730441457312361e+00 3.142387206946740e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
187838782864003569546147014540301655792	1.000000000000000e+00 2.000000000000000e+00 2.767589015923014e+00 3.177619824168045e+00 3.353477441389349e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
276385049701128338182709717648382395982	1.000000000000000e+00 2.000000000000000e+00 2.818293898701709e+00 3.216682324168045e+00 3.375000000000000e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
285549859787683513952860405106534332939	1.000000000000000e+00 2.000000000000000e+00 2.825751855282828e+00 3.222579882778697e+00 3.375000000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
205414990829096526025466973288265726909	1.000000000000000e+00 2.000000000000000e+00 2.905944531114784e+00 3.220664941389349e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
269067739457330854816692804738327113174	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.296875000000003e+00 3.406250000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
295370874640113728052257541586444912316	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.290977441389350e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
337223990776812817430383764473697869512	1.000000000000000e+00 2.000000000000000e+00 2.894149413893480e+00 3.281250000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
104963418752052709325787679852912248876	1.000000000000000e+00 2.000000000000000e+00 2.783214015923014e+00 3.189414941389349e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
152661264077577352409291617782440750802	1.000000000000000e+00 2.000000000000000e+00 2.827819531114785e+00 3.226562500000001e+00 3.406250000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
120971870639504991068939874180808593389	1.000000000000000e+00 2.000000000000000e+00 2.862119214908248e+00 3.236289941389351e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
43401007519522347776157456853743648112	1.000000000000000e+00 2.000000000000000e+00 2.792739648336088e+00 3.202972265557392e+00 3.353477441389348e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
325434495986165791405869341041107052500	1.000000000000000e+00 2.000000000000000e+00 2.755013699716477e+00 3.152267382778697e+00 3.328125000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
268560346188893698304884727672232934382	1.000000000000000e+00 2.000000000000000e+00 2.743977344272134e+00 3.154182324168045e+00 3.337852441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
164377680442585281463286329146752796239	1.000000000000000e+00 2.000000000000000e+00 2.851409765557393e+00 3.244102441389348e+00 3.415977441389348e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
119792565784913756756414263081421173683	1.000000000000000e+00 2.000000000000000e+00 2.825751855282828e+00 3.230392382778699e+00 3.406250000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
128988408626443657988031438531468159934	1.000000000000000e+00 2.000000000000000e+00 2.799619214908247e+00 3.171722265557392e+00 3.328125000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
204473839384802932594213108969737650327	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.292892382778696e+00 3.400352441389348e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
243531333588305983790204355672603750535	1.000000000000000e+00 2.000000000000000e+00 2.745286258327128e+00 3.161994824168044e+00 3.384727441389349e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
149267034522790904910625886637433451747	1.000000000000000e+00 2.000000000000000e+00 2.845714015923015e+00 3.158164941389350e+00 3.337852441389349e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
103072159030661687745096830138914004247	1.000000000000000e+00 2.000000000000000e+00 2.775756059341895e+00 3.109222265557393e+00 3.347579882778697e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
192671194748349687921902304150078545704	1.000000000000000e+00 2.000000000000000e+00 2.876762206946741e+00 3.294807324168044e+00 3.400352441389348e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
60595560271628966783407759003956717370	1.000000000000000e+00 2.000000000000000e+00 2.787824097686943e+00 3.177619824168045e+00 3.384727441389348e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
56183314678028256600909059123916414083	1.000000000000000e+00 2.000000000000000e+00 2.876762206946741e+00 3.267539941389349e+00 3.400352441389349e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
105500773914439849525298224225480392089	1.000000000000000e+00 2.000000000000000e+00 2.836766773518899e+00 3.236289941389348e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
311439407001791975224689260323587865978	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.289062500000001e+00 3.375000000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
35652803740619198263236714188252412079	1.000000000000000e+00 2.000000000000000e+00 2.790873781480405e+00 3.167892382778697e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
188346681638754658758655653574518794601	1.000000000000000e+00 2.000000000000000e+00 2.764539332129551e+00 3.150199706946740e+00 3.322227441389349e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
337884379193248823973993141932840898022	1.000000000000000e+00 2.000000000000000e+00 2.931296972504132e+00 3.306602441389349e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
279096548036057392587292255815024132118	1.000000000000000e+00 2.000000000000000e+00 2.897979296672176e+00 3.247932324168045e+00 3.400352441389348e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
155272388024241227785910948448662597979	1.000000000000000e+00 2.000000000000000e+00 2.763759133144318e+00 3.144454882778697e+00 3.322227441389349e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
264860678055973946014708273692766974421	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.304687500000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
334371794397723785292657989363422329558	1.000000000000000e+00 2.000000000000000e+00 2.873914332129552e+00 3.195312500000001e+00 3.375000000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
336884497027582556718898910217384695732	1.000000000000000e+00 2.000000000000000e+00 2.845512206946742e+00 3.206954882778697e+00 3.359375000000001e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
47809467848806053522787583820935791273	1.000000000000000e+00 2.000000000000000e+00 2.900046972504133e+00 3.335937500000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
37879120173123161136744776653359878863	1.000000000000000e+00 2.000000000000000e+00 2.873914332129552e+00 3.275352441389349e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
256738402437620709177154646230570670107	1.000000000000000e+00 2.000000000000000e+00 2.688176539076291e+00 3.068244824168046e+00 3.306602441389350e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
217152350316553474133169532492524497363	1.000000000000000e+00 2.000000000000000e+00 2.892387206946742e+00 3.228477441389349e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
27595400574770189792359454121613459744	1.000000000000000e+00 2.000000000000000e+00 2.873914332129552e+00 3.290977441389349e+00 3.406250000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
223217393360754337303354376938553826413	1.000000000000000e+00 2.000000000000000e+00 2.843444531114785e+00 3.179534765557393e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
6611609292692559481121475509699405766	1.000000000000000e+00 2.000000000000000e+00 2.880592089725438e+00 3.255744824168045e+00 3.400352441389348e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
79429510362677090557006995928488126454	1.000000000000000e+00 2.000000000000000e+00 2.767387206946740e+00 3.205039941389350e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
5427416005454559680744191402857734673	1.000000000000000e+00 2.000000000000000e+00 2.861339015923015e+00 3.296875000000003e+00 3.421875000000002e+00 3.468750000000001e+00 3.484375000000000e+00 3.500000000000000e+00
114247215957862769896839898218055775279	1.000000000000000e+00 2.000000000000000e+00 2.814262206946742e+00 3.251914941389348e+00 3.390625000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
166753836327666139331311881125898316803	1.000000000000000e+00 2.000000000000000e+00 2.821141773518899e+00 3.202972265557393e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
233718915295392816633264034744711072033	1.000000000000000e+00 2.000000000000000e+00 2.734271340091056e+00 3.130744824168045e+00 3.343750000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
175350150657975724586755348643904336031	1.000000000000000e+00 2.000000000000000e+00 2.798637206946742e+00 3.161994824168044e+00 3.375000000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
52256304159546365094822433505636224998	1.000000000000000e+00 2.000000000000000e+00 2.775046972504132e+00 3.138557324168045e+00 3.312500000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
2999228432943049494295272348252973915	1.000000000000000e+00 2.000000000000000e+00 2.777316457312362e+00 3.202972265557393e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
58083761034550274072913971290722404973	1.000000000000000e+00 2.000000000000000e+00 2.830869214908247e+00 3.289062500000001e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
61637604280742848995303372126905783731	1.000000000000000e+00 2.000000000000000e+00 2.818092089725436e+00 3.167892382778696e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
6253478536885322185426592155282535258	1.000000000000000e+00 2.000000000000000e+00 2.896217089725437e+00 3.251914941389351e+00 3.375000000000002e+00 3.445312500000002e+00 3.484375000000000e+00 3.500000000000000e+00
317096487295229525664388946509571934696	1.000000000000000e+00 2.000000000000000e+00 2.799619214908247e+00 3.132659765557394e+00 3.306602441389350e+00 3.414062500000001e+00 3.484375000000000e+00 3.500000000000000e+00
221349135525367383190949903875777020440	1.000000000000000e+00 2.000000000000000e+00 2.862119214908247e+00 3.328125000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
46110636783043040908367500253954874329	1.000000000000000e+00 2.000000000000000e+00 2.837546972504132e+00 3.230392382778696e+00 3.375000000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
248894535767987852198204061945418312972	1.000000000000000e+00 2.000000000000000e+00 2.735558816937780e+00 3.038909765557393e+00 3.275352441389350e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
120318822074289088715071752384093558313	1.000000000000000e+00 2.000000000000000e+00 2.830869214908247e+00 3.224494824168045e+00 3.390625000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
313505070761333992113092065982168846972	1.000000000000000e+00 2.000000000000000e+00 2.945159765557393e+00 3.414062500000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
98492393024024813333795828330287321794	1.000000000000000e+00 2.000000000000000e+00 2.812194531114784e+00 3.193244824168044e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
92732407458121929193534466740182557642	1.000000000000000e+00 2.000000000000000e+00 2.823989648336089e+00 3.253829882778697e+00 3.375000000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
138859534639003903452708250784967304860	1.000000000000000e+00 2.000000000000000e+00 2.793721656297596e+00 3.226409765557392e+00 3.353477441389348e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
173609734454037699159812731543714329766	1.000000000000000e+00 2.000000000000000e+00 2.793721656297595e+00 3.148284765557392e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
94746714406534273169917709878771949594	1.000000000000000e+00 2.000000000000000e+00 2.742236574533667e+00 3.161994824168044e+00 3.343750000000000e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
228874096903937580791486097172060560355	1.000000000000000e+00 2.000000000000000e+00 2.831649413893480e+00 3.185432324168045e+00 3.337852441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
171089850628436953151259057360196354521	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.296875000000001e+00 3.406250000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
320028868797386860132010464933324590929	1.000000000000000e+00 2.000000000000000e+00 2.748134133144318e+00 3.128829882778698e+00 3.322227441389349e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
98759997186482679733549883322653516966	1.000000000000000e+00 2.000000000000000e+00 2.774266773518898e+00 3.095512206946740e+00 3.312500000000002e+00 3.429687500000002e+00 3.484375000000000e+00 3.500000000000000e+00
169908063321652036625059682867735871186	1.000000000000000e+00 2.000000000000000e+00 2.913909765557393e+00 3.343750000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
18387324447324944768860719273470931392	1.000000000000000e+00 2.000000000000000e+00 2.812194531114784e+00 3.181602441389350e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
297986746743990987824472067927671449166	1.000000000000000e+00 2.000000000000000e+00 2.767589015923013e+00 3.199142382778699e+00 3.415977441389348e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
77209597687115425921642788106697693212	1.000000000000000e+00 2.000000000000000e+00 2.889539332129552e+00 3.286994824168044e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
131116805988045643653227024973343220194	1.000000000000000e+00 2.000000000000000e+00 2.840596656297595e+00 3.251914941389350e+00 3.406250000000002e+00 3.445312500000002e+00 3.484375000000000e+00 3.500000000000000e+00
34996010061714240688286598425864246775	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.269454882778697e+00 3.400352441389349e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
264691215654394111698462343908014247754	1.000000000000000e+00 2.000000000000000e+00 2.768876492769738e+00 3.121017382778698e+00 3.300704882778697e+00 3.400352441389348e+00 3.484375000000000e+00 3.500000000000000e+00
116741203283046206751948840760624568303	1.000000000000000e+00 2.000000000000000e+00 2.770436890740203e+00 3.119102441389349e+00 3.343750000000000e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
285095550638865435562318037908269482883	1.000000000000000e+00 2.000000000000000e+00 2.774266773518899e+00 3.136489648336089e+00 3.343750000000000e+00 3.421875000000000e+00 3.468750000000000e+00 3.500000000000000e+00
229900002928129430970941002000573001496	1.000000000000000e+00 2.000000000000000e+00 2.746846656297596e+00 3.172857007961508e+00 3.337852441389349e+00 3.414062500000001e+00 3.468750000000000e+00 3.500000000000000e+00
152824090286922466320955894956443551593	1.000000000000000e+00 2.000000000000000e+00 2.705089015923014e+00 3.077972265557394e+00 3.322227441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
140586662413652103251230668983956736680	1.000000000000000e+00 2.000000000000000e+00 2.755793898701708e+00 3.189414941389348e+00 3.359375000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
162420547379916101538216066195473003148	1.000000000000000e+00 2.000000000000000e+00 2.868796972504132e+00 3.244102441389350e+00 3.421875000000002e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
106206779381598991618306800671408570266	1.000000000000000e+00 2.000000000000000e+00 2.873914332129552e+00 3.267539941389349e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
287056705763358149853868175242987924579	1.000000000000000e+00 2.000000000000000e+00 2.876762206946741e+00 3.187500000000001e+00 3.343750000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
7298113071725776575230605577534948435	1.000000000000000e+00 2.000000000000000e+00 2.909774413893481e+00 3.314414941389351e+00 3.437500000000002e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
205780531876783271442402143179941531782	1.000000000000000e+00 2.000000000000000e+00 2.886489648336089e+00 3.314414941389349e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
336608176655125215534162515587875714534	1.000000000000000e+00 2.000000000000000e+00 2.710986574533667e+00 3.101409765557394e+00 3.337852441389349e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
310405776912870458544285115407280926939	1.000000000000000e+00 2.000000000000000e+00 2.789891773518900e+00 3.144454882778699e+00 3.328125000000002e+00 3.429687500000002e+00 3.484375000000000e+00 3.500000000000000e+00
143909069414615582785932178203049809271	1.000000000000000e+00 2.000000000000000e+00 2.653096656297594e+00 3.093597265557394e+00 3.300704882778697e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
74330784516573027004153686628531829707	1.000000000000000e+00 2.000000000000000e+00 2.775046972504132e+00 3.161994824168045e+00 3.306602441389349e+00 3.414062500000000e+00 3.484375000000000e+00 3.500000000000000e+00
148187941096244880795458844521372922410	1.000000000000000e+00 2.000000000000000e+00 2.868796972504132e+00 3.296875000000000e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
77684571955044108499283842896974981548	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.275352441389349e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
1586567050269851060473836290092486262	1.000000000000000e+00 2.000000000000000e+00 2.870864648336089e+00 3.257812500000002e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
56153684032093673656068142750693975615	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.320312500000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
38853668221145154093201805599312955069	1.000000000000000e+00 2.000000000000000e+00 2.701259133144318e+00 3.083869824168045e+00 3.322227441389349e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
1938073140923873375551635457831180421	1.000000000000000e+00 2.000000000000000e+00 2.824971656297595e+00 3.154182324168045e+00 3.359375000000001e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
26931974678668341949118682837292612846	1.000000000000000e+00 2.000000000000000e+00 2.832936890740204e+00 3.242187500000001e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
31695914367453291756630882603562061384	1.000000000000000e+00 2.000000000000000e+00 2.649266773518899e+00 3.062347265557394e+00 3.300704882778697e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
31038497506918970576376356291918001593	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.359375000000001e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
292113315953844480930063268564727258788	1.000000000000000e+00 2.000000000000000e+00 2.790671972504132e+00 3.189414941389348e+00 3.353477441389348e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
144462731187568704102487096951658131705	1.000000000000000e+00 2.000000000000000e+00 2.864967089725437e+00 3.277267382778697e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
296517431779048658199798118340993727096	1.000000000000000e+00 2.000000000000000e+00 2.841682324168046e+00 3.265625000000001e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
170657122272281333925501793785851897619	1.000000000000000e+00 2.000000000000000e+00 2.814262206946741e+00 3.115119824168045e+00 3.328125000000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.500000000000000e+00
233572775559824616191790931396978751960	1.000000000000000e+00 2.000000000000000e+00 2.862119214908247e+00 3.214767382778696e+00 3.375000000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
299087188688981922149233120907161915425	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.322227441389349e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
101183683484661813472268722536428125403	1.000000000000000e+00 2.000000000000000e+00 2.790671972504132e+00 3.261642382778697e+00 3.406250000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
281386050532521861722633405995602781122	1.000000000000000e+00 2.000000000000000e+00 2.699971656297594e+00 3.074142382778697e+00 3.337852441389349e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
213734595652245747900577568040117296443	1.000000000000000e+00 2.000000000000000e+00 2.896217089725437e+00 3.312500000000001e+00 3.421875000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
313975964824520527040931545042800447754	1.000000000000000e+00 2.000000000000000e+00 2.720714015923013e+00 3.130744824168045e+00 3.337852441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
179429103909756243131896716889144085485	1.000000000000000e+00 2.000000000000000e+00 2.738406691754971e+00 3.062347265557394e+00 3.285079882778697e+00 3.414062500000000e+00 3.484375000000000e+00 3.500000000000000e+00
331679046962397853890791158746235360721	1.000000000000000e+00 2.000000000000000e+00 2.745286258327128e+00 3.122932324168045e+00 3.369102441389348e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
313575401966463428438465984150435877510	1.000000000000000e+00 2.000000000000000e+00 2.824971656297596e+00 3.234375000000001e+00 3.406250000000002e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
275065038770184878580349948035561327548	1.000000000000000e+00 2.000000000000000e+00 2.817311890740203e+00 3.220664941389348e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
528943110508814740902510524520176965	1.000000000000000e+00 2.000000000000000e+00 2.838834449350856e+00 3.191177148336089e+00 3.341682324168044e+00 3.431602441389348e+00 3.484375000000000e+00 3.500000000000000e+00
106069205508869504199808899610498140135	1.000000000000000e+00 2.000000000000000e+00 2.781926539076290e+00 3.163909765557393e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
29626624415315580064864131798063507036	1.000000000000000e+00 2.000000000000000e+00 2.833717089725436e+00 3.210937500000003e+00 3.390625000000002e+00 3.460937500000002e+00 3.484375000000000e+00 3.500000000000000e+00
260138365876358485337372917446245016951	1.000000000000000e+00 2.000000000000000e+00 2.896217089725436e+00 3.290977441389349e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
326325589811539877082122580369098657073	1.000000000000000e+00 2.000000000000000e+00 2.847274413893480e+00 3.222579882778696e+00 3.375000000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
64676354487661690295289067704346078612	1.000000000000000e+00 2.000000000000000e+00 2.775046972504131e+00 3.122932324168045e+00 3.328125000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
54282254678103708630986883625802337601	1.000000000000000e+00 2.000000000000000e+00 2.821141773518899e+00 3.251914941389351e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
68990279750050203434357686510272969120	1.000000000000000e+00 2.000000000000000e+00 2.878829882778698e+00 3.247932324168045e+00 3.390625000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
10721026931687085993540870732526828172	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.265625000000001e+00 3.390625000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
288960470404558298362477220912039763984	1.000000000000000e+00 2.000000000000000e+00 2.868796972504133e+00 3.177619824168044e+00 3.359375000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
191581003059307096588681623953930467573	1.000000000000000e+00 2.000000000000000e+00 2.819379566572160e+00 3.167892382778696e+00 3.312500000000001e+00 3.414062500000000e+00 3.484375000000000e+00 3.500000000000000e+00
269500084158921548247343401626966206713	1.000000000000000e+00 2.000000000000000e+00 2.884421972504132e+00 3.296875000000000e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
74965438262224449482139524276086774655	1.000000000000000e+00 2.000000000000000e+00 2.746846656297594e+00 3.132659765557394e+00 3.353477441389349e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
89427924258795746572240195546542560895	1.000000000000000e+00 2.000000000000000e+00 2.876456738061524e+00 3.261642382778697e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
110871999862512370295739744357677649650	1.000000000000000e+00 2.000000000000000e+00 2.909774413893480e+00 3.343750000000002e+00 3.437500000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
51406691199027393628590225510457628391	1.000000000000000e+00 2.000000000000000e+00 2.705089015923013e+00 3.066177148336089e+00 3.269454882778696e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
177821876045020996049369051111213909456	1.000000000000000e+00 2.000000000000000e+00 2.882659765557395e+00 3.277267382778696e+00 3.400352441389348e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
221498831393355023284126458661824699212	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.328125000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
246573868519764250022653746753004189132	1.000000000000000e+00 2.000000000000000e+00 2.757861574533666e+00 3.177619824168045e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
293598425715356784667234888963487218994	1.000000000000000e+00 2.000000000000000e+00 2.749896340091056e+00 3.085784765557394e+00 3.285079882778697e+00 3.414062500000002e+00 3.484375000000000e+00 3.500000000000000e+00
150823988269829542819924993134478135834	1.000000000000000e+00 2.000000000000000e+00 2.876456738061524e+00 3.275352441389349e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
122379113251119961882947483173947064034	1.000000000000000e+00 2.000000000000000e+00 2.857001855282828e+00 3.216682324168044e+00 3.369102441389348e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
