GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7]
198157175516948908543266153228245607869	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
190999163138989159402625756804552163474	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
141907154573541545454280871952271072014	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000003e+00 3.437500000000002e+00 3.484375000000000e+00 3.500000000000000e+00
210245338399596235258553871883880645395	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
243241520991948309828328817559720616590	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000002e+00 3.484375000000000e+00 3.500000000000000e+00
310550999019105365678779287748031926142	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
211450492178334541453305003608610516725	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
171197121721675144024478527939851811062	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
262397678928671375444254581744940920403	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000000e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
112939855586661446533193061971758305778	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
283263164505976591200672713636885059687	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
275287942756595821206559369541190523025	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
260697127858999989838887070927050566376	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000003e+00 3.390625000000001e+00 3.492187500000000e+00 3.500000000000000e+00
153957762961879454597276704763534663620	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000000e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
241136674439746897088319554443331875399	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
278589915649364009282708709330987902780	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
121237004981131676497899960949425557106	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
76599068764467886014753070304993405659	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
125356502381767910810865718970376103735	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
25616170502051971215807829981887676058	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
207330699681584046091671700738976139828	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
51614272842827962383880377828627109269	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
41135277474931219643426121671997570901	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
12220301130662246171758490787294542977	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
333118608759210511797056189833742272052	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
39422059140004618376268314898247126773	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
25029396853341570044031630494542521728	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
199819766703685388593339632815929220475	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
181941696298194838374463308537360178514	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000002e+00 3.390625000000000e+00 3.484375000000000e+00 3.500000000000000e+00
264498959124366647323420358251661842440	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
235098620560841909312577736394279880371	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
102462233250304719594531944990749824841	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
338615303530543843346844295084941424839	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
177684053599861878068965468573057513028	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
124426067528803597853858692539402778369	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
73145943774064387737717760157279312923	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
97691531665979933431189625290654945791	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
24279696735722939477285311607284528808	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
138552814200226717639856622638014374919	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000001e+00 3.390625000000001e+00 3.492187500000000e+00 3.500000000000000e+00
17928510294717468199629811115095342493	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
25733474731295518507235497508693597398	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
309882882564209679590858446705279939317	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
201014819722851808806295803669191870641	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
64039124557779989840608195578365458969	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
333709984450761182880451401365766910716	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
306029679701451335360899982941237345011	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.406250000000000e+00 3.492187500000000e+00 3.500000000000000e+00
203213547040147754342275681444977371623	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
99562939830743543619847824322870455520	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
251533955051049816521752933385946270902	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
216488802571679822540586195921340061748	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
182235009423725782660701230488390763374	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
121370685131611551368386182792062150645	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
259833494532573703934203620023865612296	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
244050718921323679322412419474816199289	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.406250000000001e+00 3.484375000000000e+00 3.500000000000000e+00
273029887297196326480021707757019427494	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
337660526596884610359925833494069390844	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
112345825682384362724743988264426128967	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
131142450710837376227396662875686821793	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
201844867615270711546980290882744056003	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
278230001082249472710532529852453916706	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
15290526623970533675673344165818590982	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
266125237299677002824105081075439668912	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
81034885971581752871503061001572345927	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
272598980753669667665823542608979495469	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
136835381498642886458045198254591198605	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
110659653688992447399458051752013007565	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
266724211382746502132198726619458277078	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
47480297868061873260406585341049806420	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
312060784740377553672619762988365328032	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
62000115522450439332465592034347843497	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
83029927610153600959628148422841371279	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
222280623250661386476693774509471778568	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
12458391078313971824973762218351702574	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
74508638817492025953943358239980102755	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
38686898022249087209536991396126795242	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
312319434585458259762535581500885961358	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
190900215244478734101244616774347825921	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
204977722773160008245774699354034511386	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
112501008563933763341248183877462903803	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
308639578697168995600352631334705139422	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
96963081585907858532956206078146207803	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
