GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7 8 9]
298756902965619294756348448126328822017	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
25105271691754496085362629229254622669	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
107573788504212870693242231165863444258	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.437500000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
142118568124027739474933540914997766624	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000001e+00 3.343750000000001e+00 3.414062500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
173344402136416374983563195998107573627	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.421875000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
13158426836210212500157696283608065305	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
209610489436491554030936501270933756382	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000000e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
26639731612931453264437794953016765572	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
337188686972604096175137015264161907774	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.156250000000002e+00 3.281250000000000e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
92419152406699557070989635014116233946	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.421875000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
284772505702372134187915915513764098990	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000002e+00 3.390625000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
312231524477828818826083579242007630632	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000002e+00 3.390625000000000e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
166922246426545391360538635496397548997	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.390625000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
184591052836771158257652836464526095293	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
56501755169393634673897646305540163764	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
319939873927315105379545726590472875145	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
217484930422956804123090788074551924697	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
34569638915572420446715109761218431253	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
46029049376391155703894605545781525601	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.421875000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
256926594185316856916163460264064221977	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.390625000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
315853081558696011283982072470758240390	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.390625000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
123895828050578346665800736346424836429	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000004e+00 3.328125000000003e+00 3.390625000000003e+00 3.437500000000002e+00 3.468750000000001e+00 3.500000000000000e+00
122681883160602348231488554751812153598	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000000e+00 3.390625000000000e+00 3.429687500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
14226583086800547830187743888591630194	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
61745303514024039203015787133073389987	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000000e+00 3.468750000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
214571314682561927990583123263277017179	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.375000000000001e+00 3.429687500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
269074766283766556751021310901665946475	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.375000000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
308011464322394428426930359182473789244	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
262966495597790831020733632749434444729	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000000e+00 3.406250000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
184269843740933346105126286545690065609	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000000e+00 3.375000000000001e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
41877685666170548950487964055394829971	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.468750000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
102358150889221075417487786434707876224	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000002e+00 3.421875000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
273722416881350197255104492881217555258	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.406250000000000e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
232423873451626449117421451434512792034	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.179687500000003e+00 3.312500000000002e+00 3.390625000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
164415593138401003283079737494853378963	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
324978861854902088388656302355177353473	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000003e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
288486384963717119921300978726125686160	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.179687500000002e+00 3.281250000000001e+00 3.359375000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
240875671876513270106734924032918277800	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000000e+00 3.406250000000000e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
235019723076988957758083777491938470100	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
313997308171548550940793050272725779859	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000002e+00 3.375000000000001e+00 3.429687500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
210411118306153349205783703702138730342	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.343750000000001e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
250828575787971868046044251120263723580	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000002e+00 3.343750000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
161097294688332332391835806363500217530	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000000e+00 3.375000000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
267560228009787172590996973381948475456	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000002e+00 3.312500000000001e+00 3.406250000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
25764151193815759233672406106992513726	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
310547785209902983942130576400675857260	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.343750000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
280400561809058386480322676074450123194	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000002e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
170615123450402338843965030319290938605	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000000e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
270199212440777359168164445477732444801	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
73438613158151829980681073162749845573	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.375000000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
315017955509702889641667151720174755616	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.359375000000001e+00 3.429687500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
140503326112431603468802216095565116401	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
177768487531136175021390573370392351230	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000002e+00 3.328125000000001e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
35493124808955832503308110225246406300	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.375000000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
212015866847450904303462741055711155125	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.156250000000001e+00 3.296875000000000e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
120715220032273810447564862234266774981	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.359375000000001e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
140142412076552271802060774013052526880	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.390625000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
31022038044469296997226783748893774700	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000000e+00 3.468750000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
93109238974927436296961137917864612002	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.468750000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
47646443897203710807344271839948875192	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000000e+00 3.375000000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
111972981735886581711303515316034514267	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
236283072230283167022223407417696016972	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.406250000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
318774480986414164110861454232011963544	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
333141527069545657596685511489772395380	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000000e+00 3.390625000000000e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
123987389276775334771510629968265841681	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.390625000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
161307043384596463093942152906933826461	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
289811026345902219416351192866594669077	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
32368239153723531469462916471243788677	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.171875000000002e+00 3.296875000000001e+00 3.398437500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
244862462166745378040395744858787152230	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
219483516314458274313172306627473767675	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000000e+00 3.375000000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
112703633778515765191503834812069184417	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.421875000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
338551438139983985016196955550558174400	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.406250000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
72132535553055048345446634068732297317	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
337046582664088273566153258356042282434	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
43303499080689166717951154158615718766	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.343750000000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
134297097356562532890124615688037549214	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000001e+00 3.390625000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
94901822812833832179588748442132953194	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000004e+00 3.343750000000003e+00 3.406250000000002e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
267098255776251185061667069015664875668	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.421875000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
289809315924934590783256249258945756582	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000002e+00 3.328125000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
128471666669873727131014428576509573076	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.437500000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
9179109742752264748374262772579643372	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000001e+00 3.343750000000001e+00 3.429687500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
172581657600196521107816598628247548965	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000002e+00 3.359375000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
129177611607645928308341920205371909872	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
302144495270090430217330959273634698291	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.343750000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
301483592840246552845648719890315844404	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000001e+00 3.328125000000001e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
250376787933294601401996716808750161557	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
313361214143398227682072724043041846521	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.359375000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
57935207958115262329370095544746826906	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000000e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
254565690190541681803345230693654678192	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.390625000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
90984582029676429545988004817884202474	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.195312500000001e+00 3.312500000000001e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
77458643802980810361449123282044863471	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000003e+00 3.375000000000002e+00 3.445312500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
274805561101234158394433014241482543127	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
338839575720577164912333735722742488257	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.343750000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
134592514045864134652214358027917676717	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
11024426280616962048053928269906692724	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
276023381957039196000932446034038755759	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.390625000000001e+00 3.437500000000002e+00 3.468750000000001e+00 3.484375000000000e+00 3.500000000000000e+00
339941918053607935860530116635349655284	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000000e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
299497103048969857246065285770603666821	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000000e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
51763947192321321597682048570234580515	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.390625000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
151169415769678546385022696375114588110	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000003e+00 3.328125000000003e+00 3.398437500000002e+00 3.453125000000001e+00 3.492187500000000e+00 3.500000000000000e+00
242119774130203752350622626132932479985	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.375000000000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
267354436058757392103532731650770047492	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.421875000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
123756815051661056974145060591216787870	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
309280444573307349789618152187744694142	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.328125000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
199127317216858682178198463551025146443	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.406250000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
115070253964973296793149165335424499631	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000002e+00 3.281250000000001e+00 3.367187500000001e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
305127906819285804889837512629883681163	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
276700192534830437353589405307410801410	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.406250000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
326922813079984284914151813513428771208	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.328125000000001e+00 3.390625000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
229762150304512376640471773051104803211	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
226297215353311885274133326803604099893	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.328125000000001e+00 3.382812500000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
262670938190346173900284367041446593936	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000002e+00 3.312500000000001e+00 3.382812500000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
149552822034889270703213857069318973612	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.421875000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
200425316898527579410912361872552240135	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000000e+00 3.359375000000000e+00 3.421875000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
7838959219047128732660156115626746092	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.375000000000001e+00 3.421875000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
46985511804482070333417615973566180230	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000002e+00 3.328125000000000e+00 3.421875000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
281951515365222835533657822514959416783	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000002e+00 3.281250000000000e+00 3.375000000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
218328651552040837873702927073926176428	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.179687500000002e+00 3.312500000000001e+00 3.382812500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
211412806427627549818410133553389941729	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.148437500000001e+00 3.265625000000001e+00 3.343750000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
42858393275791635455138342382567863904	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.343750000000001e+00 3.414062500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
113280217841562871673472231226918575679	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.437500000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
301936887372157767308080765634849628691	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.328125000000001e+00 3.414062500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
225123723546860384395713531053402627251	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.359375000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
