GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7 8 9]
222741111760195746918196701668571065084	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
218633443209440020583417239112347118956	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000000e+00 3.437500000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
177093022419976567001197121750597319778	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.343750000000001e+00 3.414062500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
277712704647860557956135845685751642463	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000001e+00 3.328125000000000e+00 3.421875000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
224645596848463331256350712039443827892	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.179687500000002e+00 3.296875000000000e+00 3.367187500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
105469413184997333614962050442474536570	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000000e+00 3.328125000000000e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
192756082860423380036657951701398676808	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.390625000000000e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
134326369985627211170428376839357257432	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.375000000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
78931352140020837453860937242939874430	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
127195939701929232857231704123458947830	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
278077061868366663382968432417810774384	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000000e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
247945220749051425386357998722470932796	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000002e+00 3.312500000000001e+00 3.382812500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
257409147548426005519723234255462201730	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.171875000000002e+00 3.296875000000000e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
242508927705524301761550210055327397941	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
239235317611179803611705019139811491135	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000004e+00 3.312500000000003e+00 3.382812500000001e+00 3.437500000000001e+00 3.492187500000000e+00 3.500000000000000e+00
28438138946316518121812704681485702260	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
327363868728694842573781267456321747546	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.343750000000001e+00 3.429687500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
33254796513095633448156292712694937243	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.437500000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
142143857586986961803534121426644819007	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000002e+00 3.375000000000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
333616972587692694710053872942262362933	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000002e+00 3.453125000000001e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
33748157231420219335236764473653118960	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.164062500000002e+00 3.312500000000001e+00 3.414062500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
74424568476130126493753145238783871938	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.421875000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
67024055017453259757125252901069463600	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000001e+00 3.343750000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
109708208857173640587070130714898731985	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.148437500000001e+00 3.265625000000001e+00 3.382812500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
43160168428514992011464366351729085061	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000002e+00 3.359375000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
72437175100767520922200955120995930029	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
270613392104665640368698505760712138830	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000002e+00 3.343750000000001e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
89506746074003591973595922952634746989	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.359375000000001e+00 3.414062500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
64081392110358498999903314814982858669	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.312500000000001e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
1701942402925754776110906891808786589	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.171875000000002e+00 3.281250000000000e+00 3.359375000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
32022489671433051611971233857880410597	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000002e+00 3.343750000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
112136357476133858410835541867469266322	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
317982580342650026038314047656581105239	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.375000000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
89518596396313307763878663038749000133	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
55608035405495554257773644928780291067	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000002e+00 3.328125000000001e+00 3.382812500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
243491833794600083491948591792180830249	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000000e+00 3.343750000000000e+00 3.398437500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
263794204895802774810807074501685402352	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
317897450378498120650823635742545768119	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.421875000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
15667042181247950875383329920279150312	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.390625000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
131946796993266095849740179242888959282	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000001e+00 3.390625000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
49908443150587732133886949789720109579	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.328125000000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
95896471590636444237643084836199616425	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.343750000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
317120835824935371914252530373187787545	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000002e+00 3.296875000000002e+00 3.375000000000001e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
309747585225434878029861777925135158998	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
315931034147499048444558807936421905929	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
280694715916021090799254075715277781880	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
335032270144533644059161875473550499918	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000002e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
84234722066473857282406082052408037910	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
300445418620260663245694984732958065507	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.390625000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
188870392937234980346894185413226278956	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000002e+00 3.343750000000001e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
218723479448621091418960491256465724975	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.343750000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
189851690997147611807913086945017056427	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.195312500000002e+00 3.312500000000001e+00 3.398437500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
214494765061348689381538632133962928329	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
143490906009754807185624292742106149711	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.390625000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
217751204410865104979722021216297835955	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.437500000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
16456176823991718977084121031899302373	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000001e+00 3.343750000000001e+00 3.414062500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
109062264507103726550852217111934936393	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.312500000000002e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
207622790179261276244606137039880030237	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
88373910160408680281512053514319750361	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.359375000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
160561298562657571172023250142455906438	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.343750000000001e+00 3.414062500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
213945980374554034112976227752574748440	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
275583332593584295597627503242754095873	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000004e+00 3.343750000000004e+00 3.406250000000002e+00 3.453125000000002e+00 3.484375000000000e+00 3.500000000000000e+00
143485482195540080790553820398778240522	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.375000000000001e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
199296421021079788218126113588360359262	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000002e+00 3.343750000000001e+00 3.406250000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
49295470934094326416863118760073922481	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
208802036807048128642622830102596023950	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000002e+00 3.359375000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
329990175323204653742412304935780449759	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
245507986170426714331530857934379401299	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.171875000000002e+00 3.312500000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
6169580923458000195173279722992515836	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
51549243899454728458987269369125423958	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.421875000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
328646504103228482932987879371469588897	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
187839661704343657425461930637333422272	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
146916395340490634867617588038316089214	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
169783625265802956310689373773847408070	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000000e+00 3.390625000000000e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
333449606131223047307090323381627297461	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.375000000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
39289541995048787853140681547338412969	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000000e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
177162195136932294389167106259461360175	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000000e+00 3.437500000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
84811538071082638751333476998559017766	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000002e+00 3.312500000000001e+00 3.398437500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
64564722825918794685940117114391701640	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.359375000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
18603074211094824054885077602952602346	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.375000000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
38962910867686166326320947661865389241	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
142957971959104089495223514360534349135	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000001e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
312407714238378114852392561847277391077	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
336201697621952010750541652403064031507	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000003e+00 3.375000000000002e+00 3.421875000000002e+00 3.453125000000002e+00 3.484375000000000e+00 3.500000000000000e+00
127877987412542235644999370629296840639	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.437500000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
262604967942900538487327248341157424955	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.164062500000002e+00 3.281250000000001e+00 3.382812500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
324084066846530642722688937433363927911	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.359375000000001e+00 3.429687500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
111563455024388808554191599545236890219	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.390625000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
324654528931230529685839028341671377697	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.343750000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
16613004818131856003409106417852487934	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000002e+00 3.453125000000001e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
60592796024473723556306751840191817233	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000003e+00 3.390625000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
100510370631346830706544013504394579251	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000002e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
158080594896872304431555192144632473249	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.375000000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
169172641593536612233084120445883911894	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.171875000000002e+00 3.296875000000000e+00 3.382812500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
334904812046832935802226743812959919521	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
104832800079324321945759003297202046535	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.343750000000001e+00 3.406250000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
25311885639877243388790482239504478260	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000003e+00 3.343750000000003e+00 3.421875000000002e+00 3.468750000000001e+00 3.492187500000000e+00 3.500000000000000e+00
95664897779827865557163924676296276578	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.406250000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
237734536053660528806124197784886441453	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.375000000000000e+00 3.421875000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
284058279574304468294958672086083571845	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
98642020926313873933181701701939363242	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.375000000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
272577842970160575917323029901964963880	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.343750000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
82716445282701457393515414970306246852	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000002e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
297865695966605135042074166167127696078	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.375000000000001e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
107639518583379094073810877799996327371	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
250858400425357907642224084274987031394	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.421875000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
127763817496951348988592965847798784323	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.375000000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
278871467612993623262649315993561554902	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.421875000000001e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
105737621826949350097280889399292135861	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000002e+00 3.421875000000001e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
178440296055479276926216204270123861072	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000003e+00 3.312500000000002e+00 3.398437500000002e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
153560240057954383441534993771037619971	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.375000000000001e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
258305433070243819429239764286500104416	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.390625000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
223256928978400821759200546111944056132	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.468750000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
222446714478638424881293359228415549924	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.359375000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
111953898496231854855619803003551426658	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000003e+00 3.312500000000003e+00 3.390625000000002e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
56228026603443059289578890905330799226	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000002e+00 3.406250000000001e+00 3.445312500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
205645939265027488028180961647027020535	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000003e+00 3.375000000000002e+00 3.421875000000002e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
290445655351710265451923216278502105072	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.437500000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
66314610930548529313455992351546401494	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
47707444503143552319245490356869590869	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.328125000000001e+00 3.414062500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
191680585483241708431879814524922072826	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.468750000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
116234735592149230988984166288576641952	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.343750000000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
24956368011422374618187231088451515498	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.421875000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
